State,year,month,NO2_Mean,NO2_1st_Max_Value,NO2_1st_Max_Hour,NO2_AQI,O3_Mean,O3_1st_Max_Value,O3_1st_Max_Hour,O3_AQI,SO2_Mean,SO2_1st_Max_Value,SO2_1st_Max_Hour,SO2_AQI,CO_Mean,CO_1st_Max_Value,CO_1st_Max_Hour,CO_AQI
Alabama,2013,12,12.06563497,23.14193548,13.83870968,21.38709677,0.012098839,0.020387097,10.22580645,18.90322581,0.750311306,3.609677419,11.29032258,0,0.211006887,0.440322581,11.38709677,0
Alabama,2014,1,16.35284083,35.55,8.5,34.16666667,0.016563167,0.025333333,8.833333333,23.66666667,0.806186833,2.833333333,9.666666667,0,0.244596,0.483333333,13.25,0
Alabama,2014,2,10.17975091,23.46363636,15.18181818,21.63636364,0.018378818,0.030181818,9.727272727,27.90909091,1.594163682,4.922727273,12.40909091,0,0.243039591,0.504545455,12.86363636,0
Alabama,2014,3,10.78500996,24.44285714,13.46428571,22.57142857,0.021016143,0.032464286,9,30.03571429,0.779802375,3.8875,9.982142857,0,0.239608589,0.434464286,11.125,0
Alabama,2014,4,7.9614841,22.85666667,13.03333333,21.2,0.027137067,0.037566667,8.5,35.86666667,0.901501417,3.431666667,10.31666667,0,0.194652133,0.349833333,9.316666667,0
Alabama,2014,5,9.136327065,23.92258065,13.25806452,22.12903226,0.031749968,0.048645161,9.451612903,49.51612903,0.931904758,3.49516129,10.80645161,0,0.197533919,0.366935484,8.564516129,0
Alabama,2014,6,8.139697033,19.89,9.333333333,18.26666667,0.025169533,0.041066667,9.2,39.03333333,1.272200617,5.435,11.66666667,0,0.1747716,0.324666667,7.316666667,0
Alabama,2014,7,7.92169168,20.428,9.16,18.92,0.02781692,0.04312,9.12,39.92,0.91076058,4.07,9.22,0,0.1744234,0.3294,6.36,0
Alabama,2014,8,9.694611452,24.40645161,12.80645161,22.58064516,0.027163484,0.045903226,9.096774194,45.4516129,2.238450629,9.377419355,12.5,0,0.209669823,0.402903226,8.709677419,0
Alabama,2014,9,8.535685433,21.35,13.66666667,19.73333333,0.023856933,0.039966667,9.7,36.96666667,1.526991083,6.321666667,11.51666667,0,0.172883033,0.305166667,9.483333333,0
Alabama,2014,10,10.15900716,25.21290323,13.90322581,23.41935484,0.023271484,0.039064516,9.225806452,36.41935484,0.921895258,3.485483871,10.27419355,0,0.226544048,0.447903226,8.758064516,0
Alabama,2014,11,9.890896567,23.20666667,11.86666667,21.46666667,0.023659667,0.034066667,9.9,31.56666667,1.224776383,4.418333333,11.05,0,0.204231217,0.379833333,10.18333333,0
Alabama,2014,12,10.41409784,23.30526316,13.84210526,21.52631579,0.016379263,0.028105263,9.578947368,26,0.849192474,2.85,9.894736842,0,0.260636184,0.540789474,13.23684211,0
Alabama,2015,1,13.916667,22.9,21,21,0.014167,0.023,9,21,1.4666665,2.5,7,0,0.234706,0.335,6,0
Alabama,2015,3,8.3703815,19.275,13.21428571,17.67857143,0.025824929,0.036607143,10.71428571,33.92857143,1.242528571,5.633928571,10.89285714,0,0.205556589,0.365714286,9.017857143,0
Alabama,2015,4,8.0891378,21.89,13,20.26666667,0.026995767,0.039066667,9.933333333,36.3,0.5450062,2.438333333,9.783333333,0,0.19973245,0.333666667,10.66666667,0
Alabama,2015,5,10.54038843,26.70714286,14.25,24.67857143,0.02897475,0.048464286,8.642857143,53.03571429,2.109293661,7.751785714,10.41071429,0,0.221375393,0.37625,9.089285714,0
Alabama,2015,6,8.354786931,21.26206897,12.79310345,19.55172414,0.027572276,0.045241379,8.75862069,44.82758621,0.992772069,4.744827586,10.70689655,0,0.20022031,0.362241379,9.586206897,0
Alabama,2015,7,8.945275129,21.5516129,14.35483871,19.87096774,0.025368194,0.041774194,8.580645161,38.77419355,0.951411806,4.917741935,9.64516129,0,0.248577855,0.48483871,7.209677419,0
Alabama,2015,8,8.007253839,19.91612903,13.38709677,18.38709677,0.026956194,0.043709677,8.741935484,44.48387097,1.143808452,5.570967742,9.35483871,0,0.198346887,0.330322581,9.177419355,0
Alabama,2015,9,9.543601367,21.38666667,13.36666667,19.8,0.022860933,0.0419,9.3,39.46666667,1.154185833,4.318333333,11.4,0,0.22790625,0.394333333,8.05,0
Alabama,2015,10,9.981417677,23.66451613,15.06451613,21.93548387,0.019899161,0.033935484,8.709677419,31.70967742,0.750449613,2.872580645,10.66129032,0,0.250073565,0.511129032,7.725806452,0
Alabama,2015,11,9.080018667,20.66333333,15.3,18.96666667,0.019211133,0.0294,8.9,27.2,0.695045783,2.776666667,10.26666667,0,0.23183025,0.610166667,8.616666667,0
Alabama,2015,12,9.726836613,20.81935484,14.70967742,19.25806452,0.017447452,0.027677419,9.129032258,25.61290323,0.602507306,1.869354839,10.35483871,0,0.22328379,0.419193548,10.74193548,0
Alabama,2016,1,10.36152719,23.08064516,14.90322581,21.25806452,0.020380387,0.030258065,9.064516129,28.12903226,0.981419177,3.327419355,9.225806452,0,0.239966806,0.548548387,11.16129032,0
Alabama,2016,2,9.568943345,24.05862069,13.89655172,22.24137931,0.026796517,0.037413793,11,34.5862069,0.828187828,2.506896552,12.60344828,0,0.207500155,0.391896552,10.44827586,0
Alabama,2016,3,9.165883179,26.45714286,12.64285714,24.53571429,0.030576,0.041321429,9.107142857,38.25,0.773435839,3.057142857,11.67857143,0,0.185049643,0.351071429,10.39285714,0
Alabama,2016,4,9.5492774,27.08,9.766666667,25.06666667,0.0320306,0.046566667,9.366666667,45.53333333,0.763784967,3.193333333,12.55,0,0.195939867,0.371166667,10.28333333,0
Alabama,2016,5,8.947624355,24.43225806,12.70967742,22.51612903,0.032189581,0.049032258,8.806451613,49.77419355,0.820042613,4.274193548,10.74193548,0,0.216178871,0.389193548,8.225806452,0
Alaska,2014,7,2.637152645,6.364516129,11.38709677,5.774193548,0.012592323,0.018516129,10.61290323,17.22580645,2.926324468,4.270967742,12.27419355,0,0.208133903,0.252741935,7,0
Alaska,2014,8,3.300742065,8.7,12.80645161,7.870967742,0.012367387,0.020516129,10.96774194,18.96774194,2.471083516,3.969354839,10.08064516,0,0.223806435,0.318225806,9.370967742,0
Alaska,2014,9,11.63171889,41.18928571,10.78571429,39.07142857,0.011001429,0.019392857,10.53571429,17.96428571,3.207557482,5.973214286,8.964285714,0,0.344157179,0.497321429,8.196428571,0
Alaska,2014,10,10.70553418,19.47142857,12.67857143,18.03571429,0.010913786,0.015571429,9.785714286,14.42857143,3.985050661,7.876785714,9.714285714,0,0.422570554,0.67375,12.98214286,0
Alaska,2014,11,20.8892239,31.10333333,13,29,0.0075021,0.012533333,9.633333333,11.7,12.79858982,18.425,9.883333333,0,0.873169767,1.430666667,14.65,0
Alaska,2014,12,20.98963487,31.12903226,12.41935484,28.93548387,0.007497968,0.011870968,10.03225806,11.03225806,10.0856041,15.44677419,7.85483871,0,0.660349435,1.120645161,12.62903226,0
Alaska,2015,1,30.44268725,45.49166667,12.58333333,42.83333333,0.004221417,0.00975,12,9,14.11602271,19.90416667,12.08333333,0,0.846776333,1.490416667,13.16666667,0
Alaska,2015,2,27.346648,42.32083333,15.08333333,39.83333333,0.006508542,0.011,9.333333333,10.125,13.97696008,20.77083333,8.604166667,0,0.832709833,1.455833333,13.39583333,0
Alaska,2015,3,18.22865044,32.72777778,13.38888889,30.33333333,0.013039444,0.022111111,10.38888889,20.55555556,6.620712194,10.68055556,9.138888889,0,0.448741278,0.732777778,8.972222222,0
Alaska,2015,4,5.464048571,15.54285714,10.21428571,14.32142857,0.026707643,0.033071429,10.46428571,30.64285714,5.345422482,8.4375,8.642857143,0,0.252694786,0.345,9.214285714,0
Alaska,2015,5,4.939623613,14.22580645,10.32258065,12.96774194,0.029602161,0.039967742,11.48387097,37,6.552300629,8.612903226,8.387096774,0,0.243083532,0.312096774,7.612903226,0
Alaska,2015,6,3.768115034,9.310344828,8.827586207,8.448275862,0.024194828,0.031793103,11.37931034,29.37931034,1.858655759,3.7,11.32758621,0,0.317543362,0.451551724,7,0
Alaska,2015,7,3.618697033,8.453333333,9.7,7.8,0.015829833,0.022466667,10.93333333,20.76666667,3.4879853,6.515,11.06666667,0,0.3673627,0.595666667,8.233333333,0
Alaska,2015,8,2.805620742,7.251612903,14.29032258,6.612903226,0.013607806,0.020129032,11.93548387,18.74193548,2.89068471,4.546774194,11.5483871,0,0.170405887,0.248709677,8.790322581,0
Alaska,2015,9,5.503192207,12.09655172,14.51724138,10.86206897,0.010076862,0.016068966,11.13793103,15,2.438629414,4.44137931,10,0,0.239836121,0.329482759,9.672413793,0
Alaska,2015,10,10.58651819,19.43870968,12.22580645,18.06451613,0.006714581,0.012,10.51612903,11,4.073119581,8.211290323,10.53225806,0,0.374581145,0.658387097,10.75806452,0
Alaska,2015,11,16.31901081,27.43809524,13.95238095,25.47619048,0.007252857,0.011952381,6.857142857,11.19047619,8.322523429,13.17619048,11.64285714,0,0.513121881,0.909761905,12.0952381,0
Alaska,2015,12,23.2390799,33.65483871,13.29032258,31.32258065,0.003713097,0.008064516,8.064516129,7.580645161,11.22117774,18.25967742,9.129032258,0,0.645235484,1.077419355,11.17741935,0
Arizona,2000,1,50.7731892,99.77173913,16.38043478,74.82608696,0.016449293,0.03323913,9.945652174,28.68478261,4.298810234,8.3875,14.47826087,0,1.33658525,2.950543478,12.71195652,0
Arizona,2000,2,39.19417158,82.975,15.9875,68.2,0.021649413,0.0422,10.3375,38.95,3.075594306,6.6325,12.925,0,0.983481069,2.230625,11.63125,0
Arizona,2000,3,26.62414687,51.38202247,15.78651685,48.88764045,0.025181697,0.046146067,10.06741573,39.6741573,2.987384624,4.667977528,11.64044944,0,0.686729146,1.495505618,10.25842697,0
Arizona,2000,4,23.83640023,53.07692308,14.88461538,50.76923077,0.030760519,0.054711538,10.76923077,48.92307692,2.068039173,5.248076923,12.00961538,0,0.719285894,1.628846154,11.66346154,0
Arizona,2000,5,8.825951259,25.3,13.56896552,23.79310345,0.03524019,0.059275862,10.37931034,60.29310345,2.195578293,4.795689655,10.02586207,0,0.538039284,1.229310345,8.629310345,0
Arizona,2000,6,18.55811538,39.05,12.81666667,37.05,0.030544,0.04895,10.1,43.58333333,1.265131475,2.904166667,8.316666667,0,0.360216567,0.7925,7.441666667,0
Arizona,2000,7,16.53165302,36.78333333,12.53333333,34.71666667,0.034399817,0.055783333,10.26666667,52.61666667,1.067545092,2.515833333,7.4,0,0.370971658,0.815,8.758333333,0
Arizona,2000,8,16.36004136,35.38983051,11.40677966,33.49152542,0.040347475,0.062067797,10.52542373,65.3220339,1.229900763,2.147457627,7.440677966,0,0.337863915,0.636440678,9.050847458,0
Arizona,2000,9,22.06823318,45.16666667,16.78571429,42.94047619,0.02421875,0.048535714,9.94047619,42.57142857,1.329017643,3.026785714,10.4047619,0,0.475683512,1.128571429,9.529761905,0
Arizona,2000,10,22.2336979,43.02247191,15.56179775,40.82022472,0.018344831,0.035505618,10.01123596,30.12359551,1.466854629,3.13988764,11.12921348,0,0.611635399,1.420224719,11.89325843,0
Arizona,2000,11,26.35486006,45.75757576,16.5,43.45454545,0.012602939,0.026590909,9.106060606,22.56060606,2.339975697,4.595454545,14.33333333,0,0.812426606,1.967424242,11.84090909,0
Arizona,2000,12,30.20775596,50.4516129,15.83870968,48.03225806,0.010323387,0.02211828,9.150537634,18.7311828,2.979288317,6.489247312,15.12903226,0,1.246892242,2.852688172,12.54301075,0
Arizona,2001,1,25.22642142,45.12903226,14.3655914,42.79569892,0.013824366,0.026870968,9.752688172,22.75268817,1.613316328,3.666666667,10.8655914,0,0.868429968,2.001075269,10.74731183,0
Arizona,2001,2,24.65316601,44.67532468,14.53246753,42.2987013,0.014609623,0.028688312,10.05194805,24.44155844,1.693439591,3.888961039,13.19480519,0,0.746447149,1.692857143,10.69480519,0
Arizona,2001,3,24.15918991,47.96551724,16.47126437,45.45977011,0.021590253,0.041850575,10.26436782,35.51724138,1.859517701,3.993103448,12.40804598,0,0.610129529,1.401724138,11.40804598,0
Arizona,2001,4,21.94637769,48.37037037,15.7962963,46.09259259,0.030001537,0.051462963,10.40740741,45.03703704,0.667144435,2.540740741,10.9537037,0,0.581650361,1.303703704,10.81481481,0
Arizona,2001,5,20.63496981,46.56451613,14.25806452,44.27419355,0.031737516,0.054919355,10.24193548,50.37096774,1.359456081,3.824193548,9.782258065,0,0.544987548,1.347580645,10.13709677,0
Arizona,2001,6,17.64129698,39.31666667,12.88333333,37.18333333,0.032056033,0.054666667,10.28333333,50.05,0.942672733,2.7175,7.691666667,0,0.419507917,0.991666667,9.2,0
Arizona,2001,7,13.63088847,29.25806452,10.27419355,27.62903226,0.032791597,0.051580645,10.11290323,45.75806452,0.817882798,1.554032258,5.85483871,0,0.297137444,0.621774194,8.508064516,0
Arizona,2001,8,17.25872941,36.16071429,13.17857143,34.30357143,0.033207143,0.055839286,10.23214286,52.48214286,0.665960464,1.852678571,9.0625,0,0.376512446,0.844642857,8.946428571,0
Arizona,2001,9,19.06140776,41.09302326,15.36046512,38.91860465,0.024323279,0.045686047,9.709302326,39.60465116,1.875544105,3.634883721,11.76744186,0,0.47416157,1.136627907,10.52906977,0
Arizona,2001,10,25.37211939,47.32222222,15.42222222,45.1,0.018626889,0.038522222,9.366666667,32.63333333,2.393902172,4.466666667,12.37777778,0,0.680024617,1.510555556,12.06111111,0
Arizona,2001,11,25.7610135,44.97727273,16.17045455,42.69318182,0.014070614,0.028920455,9.136363636,24.52272727,1.935717278,4.284090909,12.57386364,0,0.775930341,1.734659091,11.17613636,0
Arizona,2001,12,29.8791119,47.7311828,15.53763441,45.33333333,0.010134323,0.022569892,9.516129032,19.1827957,2.777450866,5.525806452,13.51075269,0,1.059523812,2.237096774,11.05913978,0
Arizona,2002,1,31.22214746,50.62921348,16.19101124,48.2247191,0.01169473,0.025101124,9.797752809,21.29213483,2.930891096,6.207303371,13.85955056,0,1.043571444,2.267977528,11.75280899,0
Arizona,2002,2,28.50576976,52.44578313,15.96385542,50.03614458,0.01880953,0.036915663,9.927710843,31.37349398,2.468571307,5.742168675,11.75301205,0,0.953310904,2.071686747,10.63253012,0
Arizona,2002,3,22.56433837,47.18390805,14.64367816,44.75862069,0.026229069,0.046275862,10.27586207,39.55172414,1.817855299,3.870689655,11.45977011,0,0.620462207,1.28908046,10.55747126,0
Arizona,2002,4,18.91121138,41.96721311,13.31147541,39.78688525,0.028914607,0.049655738,10.39344262,42.81967213,1.649482475,3.504918033,8.87704918,0,0.527679443,1.183606557,8.918032787,0
Arizona,2002,5,19.76541854,45.40983607,14.3442623,43.21311475,0.033783492,0.056491803,10.27868852,53.13114754,2.268215787,4.414754098,9.663934426,0,0.569590008,1.176229508,8.696721311,0
Arizona,2002,6,19.84075998,44.61666667,11.83333333,42.4,0.0323715,0.056566667,10.11666667,55.26666667,1.625390608,3.6275,7.391666667,0,0.511861067,1.0475,7.55,0
Arizona,2002,7,14.06696548,31.83333333,12.08333333,30.0625,0.033419354,0.052916667,10.375,50.33333333,0.804441229,2.04375,9.625,0,0.313433698,0.638541667,9.34375,0
Arizona,2002,8,16.5748636,36.48387097,14.09677419,34.48387097,0.030514532,0.051645161,10.12903226,45.80645161,1.299610831,3.106451613,10.46774194,0,0.394678306,0.906451613,10.79032258,0
Arizona,2002,9,20.35906548,42.8255814,14.91860465,40.6744186,0.025356407,0.047511628,9.860465116,40.79069767,1.159028058,2.825,11,0,0.494171622,1.073255814,11.84883721,0
Arizona,2002,10,26.73516196,50.92473118,14.87096774,48.4516129,0.01938629,0.04083871,9.838709677,34.6344086,1.626823247,4.034946237,13.40860215,0,0.794762349,1.621505376,11.76344086,0
Arizona,2002,11,28.20902248,49.95555556,15.95555556,47.53333333,0.016440967,0.031366667,9.5,26.55555556,2.218399611,5.061111111,12.91111111,0,0.892839994,1.846111111,11.36666667,0
Arizona,2002,12,26.93419949,44.48192771,15.8313253,42.12048193,0.011806325,0.023783133,9.409638554,20.18072289,1.955493325,4.730722892,14.01204819,0,0.936930922,1.984939759,12.25301205,0
Arizona,2003,1,30.18167033,50.43010753,16.55913978,47.88172043,0.011283688,0.025043011,9.666666667,21.24731183,2.725765876,5.420967742,13.51075269,0,1.069161177,2.125268817,11.41935484,0
Arizona,2003,2,25.42833758,45.475,15,43.0375,0.016008538,0.0315375,10.55,26.7125,2.034162775,4.065625,13.14375,0,0.667926631,1.428125,10.9375,0
Arizona,2003,3,23.34726093,47.8,15.74117647,45.38823529,0.023655882,0.043447059,10.18823529,36.89411765,1.095419518,3.118823529,13.72352941,0,0.533515718,1.127647059,10.59411765,0
Arizona,2003,4,18.89750189,45.42622951,11.18032787,43.19672131,0.032047803,0.051704918,10.6557377,44.50819672,1.466361754,3.518852459,9.918032787,0,0.40672691,0.97295082,8.344262295,0
Arizona,2003,5,19.91223605,45.22580645,12.03225806,43.12903226,0.037010516,0.060629032,10.41935484,60.64516129,1.36161046,3.432258065,10.69354839,0,0.390903766,0.935483871,9.782258065,0
Arizona,2003,6,16.43744278,37.01666667,10.58333333,35,0.031704067,0.0531,10.23333333,46.83333333,2.23524235,4.1675,8.133333333,0,0.3828183,0.7825,6.675,0
Arizona,2003,7,14.74736579,31.22580645,10.82258065,29.48387097,0.038508726,0.059193548,10.25806452,58.67741935,1.361521911,2.760483871,8.411290323,0,0.372793661,0.616129032,6.5,0
Arizona,2003,8,15.33849184,31.74193548,13.09677419,30.06451613,0.027607065,0.044548387,10.51612903,38.03225806,1.08423371,2.725806452,9.35483871,0,0.303029871,0.509677419,9.661290323,0
Arizona,2003,9,18.17494827,36.36666667,17.83333333,34.13333333,0.020497233,0.035933333,9.2,30.43333333,1.242747567,2.68,10.8,0,0.339133417,0.656666667,10.7,0
Arizona,2003,10,25.87690611,48.67213115,16.59016393,46.24590164,0.019549246,0.038885246,9.606557377,32.98360656,1.776839139,4.439344262,14.25409836,0,0.684044648,1.553278689,10.25409836,0
Arizona,2003,11,26.63684871,45.18181818,16.27272727,42.7012987,0.014314,0.028948052,8.883116883,24.55844156,2.043719929,4.671428571,14.40909091,0,0.783105883,1.696753247,12.12337662,0
Arizona,2003,12,27.95603955,48.11827957,15.3655914,45.67741935,0.013432935,0.02588172,9.838709677,21.93548387,2.062707903,4.983333333,12.9516129,0,0.942695118,1.983333333,11.39247312,0
Arizona,2004,1,25.89089419,44.77419355,15.24731183,42.41935484,0.013869581,0.027,10.22580645,22.86021505,1.905942645,4.38655914,11.84408602,0,0.810864532,1.643010753,10.70967742,0
Arizona,2004,2,26.20291277,47.83908046,17.3908046,45.2183908,0.017519529,0.035977011,10.44827586,30.51724138,2.073576063,4.158045977,11.83908046,0,0.697378736,1.387931034,10.08045977,0
Arizona,2004,3,21.80394039,46.02439024,15.17073171,43.64634146,0.024612256,0.044695122,10.04878049,38.02439024,1.505386866,3.076219512,11.89634146,0,0.524667677,1.119512195,11.04878049,0
Arizona,2004,4,17.47024448,43.25,13.23076923,40.96153846,0.035108942,0.055807692,10.46153846,50.44230769,1.077851346,2.863461538,9.875,0,0.3917715,0.832692308,9.894230769,0
Arizona,2004,5,16.3885609,38.98387097,10.06451613,36.83870968,0.032825984,0.054177419,10.27419355,48.74193548,0.921222476,2.712903226,8.39516129,0,0.333263234,0.795967742,7.774193548,0
Arizona,2004,6,15.69777208,36.38333333,12.75,34.46666667,0.02961875,0.0507,10.28333333,45.26666667,0.975015425,2.821666667,8.266666667,0,0.31412205,0.741666667,7.333333333,0
Arizona,2004,7,13.92213654,32.47540984,13.70491803,30.63934426,0.033134623,0.052131148,10.45901639,48.06557377,1.311340525,2.917213115,8.254098361,0,0.241778008,0.560655738,8.614754098,0
Arizona,2004,8,15.16074273,34.4516129,12.59677419,32.5,0.030159952,0.05066129,10.46774194,46.82258065,1.776880266,3.520967742,9.637096774,0,0.269370226,0.642741935,9.088709677,0
Arizona,2004,9,18.31974473,41.28915663,13.90361446,39.10843373,0.027211398,0.04946988,10.02409639,45.80722892,2.072971633,3.76686747,9.843373494,0,0.414240265,0.898795181,10.28915663,0
Arizona,2004,10,20.06816543,40.40860215,14.96774194,38.20430108,0.018240462,0.036010753,9.76344086,30.51612903,1.977497758,4.346236559,10.45698925,0,0.486378957,1.069892473,9.741935484,0
Arizona,2004,11,21.04000213,38.56179775,16.59550562,36.39325843,0.012860944,0.025044944,8.876404494,21.21348315,1.421270275,3.640449438,12.25842697,0,0.577876989,1.233146067,10.76404494,0
Arizona,2004,12,22.93843454,40.65217391,16.44927536,38.4057971,0.010572957,0.020637681,9.782608696,17.55072464,1.820701935,4.670289855,13.22463768,0,0.777128333,1.615942029,11.43478261,0
Arizona,2005,1,22.67485039,38.64516129,15.5483871,36.52688172,0.010018495,0.020913978,9.795698925,17.68817204,1.21527622,3.172580645,11.93010753,0,0.661753403,1.402688172,11.5483871,0
Arizona,2005,2,19.54268035,36.21428571,14.30952381,34.20238095,0.015479131,0.027869048,9.488095238,23.58333333,0.678611351,1.69047619,8.928571429,0,0.46621319,0.957738095,9.333333333,0
Arizona,2005,3,18.78207701,40.35483871,15.01075269,38.08064516,0.024212441,0.041080645,10.61827957,34.7688172,1.014703828,2.198924731,8.991935484,0,0.480289621,0.880107527,9.228494624,0
Arizona,2005,4,18.67936625,44.3273224,14.21857923,42.06557377,0.032195716,0.052972678,10.16393443,47.10928962,1.266439776,2.513387978,9.896174863,0,0.511114842,0.983333333,10.51639344,0
Arizona,2005,5,17.84145505,38.4688172,14.73387097,36.27150538,0.033290247,0.055397849,10.32258065,52.30107527,1.803600532,3.451612903,9.239247312,0,0.485971995,0.86155914,8.970430108,0
Arizona,2005,6,15.80463738,35.35777778,11.6,33.32222222,0.033532322,0.055077778,10.04444444,51.22777778,1.924024378,3.54,10.31944444,0,0.379654764,0.71,7.733333333,0
Arizona,2005,7,14.75163261,31.46505376,10.42473118,29.6344086,0.033888403,0.054736559,9.940860215,52.55913978,1.444154142,2.980645161,9.298387097,0,0.384357495,0.667473118,6.760752688,0
Arizona,2005,8,14.19023082,30.53172043,14.24193548,28.78494624,0.03120114,0.052322581,10.06989247,46.95698925,1.225284172,2.940591398,8.521505376,0,0.321339212,0.554569892,8.940860215,0
Arizona,2005,9,18.74025014,38.4962963,16.32592593,36.3,0.026837733,0.049555556,10.06666667,42.76666667,1.482206548,2.812777778,10.72037037,0,0.481407724,0.875555556,10.1962963,0
Arizona,2005,10,20.25394579,39.6087037,15.9037037,37.40740741,0.02122797,0.040474074,9.659259259,34.32962963,2.326009657,3.499074074,11.24814815,0,0.547021115,1.046481481,10.92037037,0
Arizona,2005,11,25.25220426,44.52247191,15.51123596,42.11235955,0.015399803,0.030544944,9.533707865,25.89325843,1.899222716,3.970224719,13.03370787,0,0.90433268,1.768820225,12.10955056,0
Arizona,2005,12,31.37754365,46.1744186,16.59883721,43.76162791,0.009243826,0.020802326,8.970930233,17.61627907,1.95277911,4.064244186,11.86627907,0,1.114941552,2.069476744,10.35174419,0
Arizona,2006,1,27.51810466,45.79569892,16.02150538,43.32258065,0.015316914,0.030768817,9.822580645,26.07526882,2.679390527,5.625806452,11.07795699,0,0.802442898,1.663978495,11.38172043,0
Arizona,2006,2,27.23564185,47.55952381,16.45238095,45,0.018554554,0.037267857,10.11309524,31.54761905,2.19739242,4.601785714,10.72916667,0,0.674369018,1.376190476,10.45535714,0
Arizona,2006,3,19.58423181,40.15591398,13.72043011,37.94086022,0.026089656,0.043924731,10.30645161,37.22043011,1.12616471,2.444623656,8.989247312,0,0.435581546,0.855645161,9.561827957,0
Arizona,2006,4,18.53476612,42.10765027,12.07650273,39.81967213,0.031405754,0.052349727,10.55191257,45.91256831,1.162999751,2.128415301,8.953551913,0,0.435774199,0.834972678,9.699453552,0
Arizona,2006,5,16.55496349,35.75268817,13.15053763,33.75268817,0.033405651,0.054241935,10.24731183,48.26344086,0.892713667,2.115860215,8.048387097,0,0.354700419,0.649731183,7.529569892,0
Arizona,2006,6,15.72935694,34.08,11.92222222,32.10555556,0.038571344,0.0606,10.24444444,61.95,1.048883792,2.470277778,7.908333333,0,0.334167544,0.623888889,7.275,0
Arizona,2006,7,11.76692665,25.67768817,11.8172043,24.17741935,0.03908814,0.056784946,10.39247312,56.68817204,0.821916118,1.77983871,7.634408602,0,0.308685398,0.46827957,7.220430108,0
Arizona,2006,8,12.60366884,28.12688172,12.6344086,26.45698925,0.03183407,0.050870968,10.37096774,45.68817204,1.102030441,2.025268817,8.435483871,0,0.32765954,0.581989247,8.983870968,0
Arizona,2006,9,15.00018226,34.09685185,15.58888889,32.18703704,0.026303378,0.045659259,10.08148148,38.88518519,1.605808246,2.672592593,8.42037037,0,0.309968259,0.650555556,10.22777778,0
Arizona,2006,10,20.00273077,39.82364341,16.93023256,37.56589147,0.019553019,0.038976744,9.852713178,33.04263566,1.456688963,2.601744186,10.65310078,0,0.465736101,1.00503876,11.32364341,0
Arizona,2006,11,26.1383664,45.76111111,17.25555556,43.35555556,0.01622915,0.034227778,9.233333333,29.07222222,1.668526514,3.274444444,11.7,0,0.723540353,1.558888889,12.00277778,0
Arizona,2006,12,25.04271188,42.51612903,16.27956989,40.22580645,0.012840796,0.02494086,9.623655914,21.1344086,1.636901449,3.613978495,13.31182796,0,0.794013204,1.57688172,12.52688172,0
Arizona,2007,1,22.21652589,39.76344086,13.94623656,37.55913978,0.014998634,0.028306452,9.946236559,23.99462366,1.449804586,3.200268817,10.93548387,0,0.712869532,1.405913978,10.11021505,0
Arizona,2007,2,20.99950268,40.04166667,15.63095238,37.82142857,0.017856875,0.034511905,10.13690476,29.26190476,2.071196286,3.666964286,11.66666667,0,0.625982842,1.236309524,10.69345238,0
Arizona,2007,3,20.10928342,42.31182796,16.1827957,40.09139785,0.025478516,0.045650538,10.11290323,38.76344086,1.179808567,2.428225806,9.311827957,0,0.519948884,0.972580645,9.956989247,0
Arizona,2007,4,15.53224203,37.33606557,13.30327869,35.29508197,0.034823008,0.053827869,10.2704918,46.30327869,1.406167361,2.623770492,7.704918033,0,0.368432844,0.736885246,8.676229508,0
Arizona,2007,5,14.32697107,33.25806452,10.79032258,31.47580645,0.035413952,0.054943548,10.02419355,49.72580645,1.301161391,2.45766129,7.673387097,0,0.330235177,0.602016129,8.415322581,0
Arizona,2007,6,15.17955071,33.64166667,10.91666667,31.79166667,0.03186005,0.053058333,10.25833333,46.01666667,1.457495721,2.660833333,7.183333333,0,0.347462783,0.6425,7.345833333,0
Arizona,2007,7,10.57301509,24.04032258,10.19354839,22.70967742,0.036945508,0.054790323,9.983870968,51.0483871,1.226138399,2.214516129,7.463709677,0,0.250069048,0.414516129,7.427419355,0
Arizona,2007,8,11.32871284,27.40322581,13.4516129,25.87096774,0.03458229,0.055072581,10.37903226,52.41935484,1.001560435,1.88266129,8.741935484,0,0.31063148,0.514516129,8.141129032,0
Arizona,2007,9,12.79710434,29.57777778,13.41666667,27.89444444,0.029487711,0.048944444,10.37222222,43.11666667,0.957729506,1.818611111,8.522222222,0,0.297797975,0.571388889,9.138888889,0
Arizona,2007,10,18.76798791,39.77956989,15.34946237,37.53225806,0.022046823,0.040989247,9.849462366,34.75806452,1.249111653,2.455107527,10.66397849,0,0.405989274,0.899731183,11.21505376,0
Arizona,2007,11,25.20581361,45.7,15.81666667,43.3,0.015297761,0.032927778,9.988888889,27.91666667,1.872702183,3.292777778,12.15277778,0,0.560128186,1.224166667,11.10277778,0
Arizona,2007,12,23.52583383,40.34946237,16.27419355,38.08602151,0.01255293,0.026086022,9.860215054,22.14516129,1.54657139,2.879301075,9.846774194,0,0.61976186,1.283064516,11.64516129,0
Arizona,2008,1,21.1688143,38.99456522,14.51086957,36.77717391,0.016258533,0.030293478,10.13586957,25.70108696,1.173690918,2.67201087,10.56521739,0,0.555051647,1.107608696,11.07880435,0
